customer_id,product_id,timestamp,product_category,purchase_amount
C0512,P058,2025-01-13 06:30:32,Electronics,469.48
C0087,P017,2025-01-23 03:10:42,Accessories,26.58
C0591,P014,2025-03-19 21:38:17,Clothing,88.11
C0607,P002,2025-03-28 21:15:39,Accessories,18.01
C0248,P020,2025-02-28 09:51:03,Home,105.51
C0528,P005,2025-02-09 07:03:39,Accessories,20.77
C0747,P099,2025-02-22 03:10:23,Electronics,467.01
C0488,P065,2025-01-18 12:25:13,Food,9.71
C0496,P045,2025-03-13 01:33:36,Accessories,20.81
C0229,P059,2025-02-16 14:51:18,Electronics,552.5
C0301,P062,2025-02-03 21:28:40,Home,74.94
C0512,P061,2025-01-09 10:00:06,Food,8.91
C0767,P094,2025-02-15 15:34:54,Accessories,39.63
C0806,P098,2025-01-29 00:16:51,Home,100.21
C0324,P004,2025-01-27 16:09:54,Clothing,49.07
C0029,P081,2025-02-11 07:59:30,Accessories,41.35
C0745,P069,2025-01-14 06:10:19,Food,5.45
C0593,P039,2025-01-17 13:34:47,Food,7.99
C0189,P100,2025-02-26 08:18:28,Clothing,95.2
C0550,P061,2025-03-15 19:58:54,Food,17.92
C0355,P059,2025-02-26 14:13:39,Electronics,408.92
C0891,P043,2025-03-11 11:18:05,Home,149.39
C0695,P032,2025-02-13 06:15:45,Food,11.85
C0621,P014,2025-01-22 01:11:50,Clothing,82.11
C0421,P051,2025-01-04 02:36:04,Home,182.87
C0227,P091,2025-03-04 02:40:17,Clothing,62.73
C0267,P020,2025-03-12 01:13:52,Home,193.64
C0610,P011,2025-03-24 14:07:04,Clothing,35.6
C0600,P020,2025-01-21 16:22:59,Home,187.15
C0531,P098,2025-03-20 12:15:12,Home,164.32
C0009,P067,2025-02-25 22:22:00,Food,12.74
C0475,P048,2025-03-02 09:13:22,Home,127.98
C0558,P056,2025-02-13 17:42:47,Food,11.25
C0895,P029,2025-03-14 10:00:17,Home,78.92
C0912,P045,2025-03-28 14:03:00,Accessories,14.79
C0915,P057,2025-03-15 13:45:34,Accessories,26.88
C0460,P016,2025-01-20 01:23:52,Accessories,29.88
C0360,P024,2025-02-25 12:44:33,Food,10.5
C0321,P058,2025-01-04 01:19:48,Electronics,575.47
C0836,P047,2025-01-04 18:54:02,Home,71.86
C0518,P011,2025-01-27 10:14:21,Clothing,87.63
C0384,P061,2025-02-26 16:43:28,Food,13.46
C0182,P014,2025-01-06 20:56:57,Clothing,66.39
C0225,P013,2025-02-06 20:35:32,Accessories,42.47
C0034,P018,2025-03-26 23:15:09,Accessories,15.03
C0704,P064,2025-01-02 10:33:43,Electronics,548.02
C0397,P095,2025-02-22 21:56:21,Accessories,16.35
C0556,P011,2025-02-23 06:23:05,Clothing,83.51
C0816,P100,2025-03-16 07:56:31,Clothing,65.11
C0828,P005,2025-02-07 05:34:59,Accessories,10.56
C0390,P085,2025-02-26 14:31:37,Clothing,83.65
C0085,P039,2025-02-27 11:25:45,Food,15.92
C0893,P023,2025-03-23 12:50:54,Clothing,59.88
C0967,P087,2025-03-11 13:25:10,Accessories,25.62
C0844,P092,2025-03-19 06:43:00,Home,111.47
C0415,P079,2025-01-25 23:14:00,Food,16.77
C0694,P092,2025-03-27 11:21:50,Home,61.53
C0761,P071,2025-02-22 22:40:05,Accessories,39.45
C0848,P046,2025-01-08 20:22:39,Home,88.68
C0515,P044,2025-02-09 07:53:51,Accessories,36.38
C0701,P019,2025-02-11 15:44:32,Accessories,38.28
C0763,P004,2025-01-31 12:02:23,Clothing,54.73
C0327,P062,2025-02-08 07:06:18,Home,115.44
C0633,P039,2025-02-23 00:53:18,Food,14.7
C0294,P057,2025-01-09 20:06:49,Accessories,44.52
C0877,P065,2025-03-09 08:50:25,Food,15.43
C0240,P085,2025-03-15 12:56:21,Clothing,40.12
C0817,P097,2025-02-16 07:53:40,Electronics,450.73
C0109,P061,2025-02-25 05:33:16,Food,19.99
C0272,P044,2025-03-02 23:52:33,Accessories,36.07
C0191,P040,2025-02-26 14:43:15,Home,159.23
C0686,P014,2025-03-30 11:24:40,Clothing,76.52
C0643,P060,2025-02-13 12:46:04,Food,13.7
C0765,P029,2025-03-15 03:50:04,Home,64.43
C0438,P033,2025-01-17 14:58:17,Food,12.87
C0238,P021,2025-02-08 12:40:08,Food,14.33
C0159,P001,2025-03-24 09:24:46,Clothing,50.75
C0821,P084,2025-03-21 16:44:57,Home,140.35
C0528,P007,2025-01-12 05:06:03,Clothing,47.9
C0090,P065,2025-03-07 00:36:38,Food,9.19
C0958,P052,2025-01-10 14:19:29,Accessories,28.36
C0427,P022,2025-03-12 16:57:41,Clothing,80.47
C0114,P018,2025-03-17 07:03:21,Accessories,40.29
C0292,P053,2025-03-28 14:23:02,Home,106.58
C0995,P009,2025-03-17 14:17:50,Home,198.01
C0257,P024,2025-02-17 20:32:26,Food,5.87
C0729,P078,2025-03-14 16:03:18,Electronics,412.07
C0801,P011,2025-02-18 09:44:33,Clothing,56.88
C0955,P037,2025-01-11 23:47:52,Accessories,23.2
C0482,P047,2025-01-27 05:34:07,Home,135.3
C0524,P078,2025-03-09 15:52:10,Electronics,594.16
C0281,P081,2025-03-23 21:52:42,Accessories,15.93
C0170,P087,2025-02-04 18:10:33,Accessories,32.77
C0820,P095,2025-01-26 17:00:04,Accessories,30.85
C0876,P060,2025-03-19 16:14:09,Food,15.78
C0879,P054,2025-01-16 00:28:01,Home,57.08
C0665,P099,2025-01-20 09:02:42,Electronics,595.68
C0749,P027,2025-02-03 19:26:05,Food,17.14
C0345,P033,2025-02-18 08:32:58,Food,19.76
C0198,P077,2025-01-08 04:15:42,Clothing,76.17
C0602,P045,2025-03-11 10:50:16,Accessories,33.17
C0477,P038,2025-01-31 19:44:43,Accessories,34.57
C0214,P023,2025-03-21 13:17:04,Clothing,66.95
C0072,P076,2025-03-08 15:45:52,Electronics,484.06
C0963,P077,2025-01-15 11:25:50,Clothing,76.34
C0404,P074,2025-01-10 13:26:05,Accessories,17.23
C0815,P036,2025-03-12 00:17:48,Food,14.44
C0650,P088,2025-03-15 22:09:13,Food,18.47
C0553,P034,2025-01-06 13:40:54,Clothing,46.12
C0420,P020,2025-03-02 23:55:34,Home,79.98
C0529,P032,2025-02-06 20:50:01,Food,11.66
C0669,P057,2025-01-07 20:58:01,Accessories,43.92
C0559,P055,2025-02-08 22:00:20,Electronics,495.45
C0266,P042,2025-03-26 08:13:01,Home,195.61
C0037,P037,2025-02-13 10:29:17,Accessories,39.27
C0816,P029,2025-02-28 10:39:37,Home,187.35
C0666,P070,2025-03-20 21:22:16,Electronics,430.92
C0180,P027,2025-02-24 08:29:00,Food,19.89
C0703,P006,2025-03-15 21:51:41,Clothing,74.5
C0285,P022,2025-02-18 23:48:56,Clothing,79.88
C0325,P069,2025-03-11 15:59:52,Food,13.45
C0503,P061,2025-02-20 12:20:04,Food,11.76
C0955,P010,2025-02-25 05:34:06,Clothing,55.78
C0358,P069,2025-03-13 02:40:17,Food,17.17
C0869,P042,2025-01-03 02:56:29,Home,55.48
C0623,P050,2025-03-29 10:41:25,Home,51.89
C0702,P025,2025-01-18 10:15:14,Electronics,545.39
C0203,P020,2025-03-29 03:27:08,Home,143.66
C0899,P030,2025-02-07 01:39:42,Food,18.77
C0301,P048,2025-03-26 19:06:53,Home,156.9
C0418,P033,2025-02-11 05:53:32,Food,11.08
C0882,P069,2025-03-26 09:11:56,Food,13.22
C0462,P079,2025-02-07 19:51:04,Food,8.14
C0028,P085,2025-03-09 14:42:41,Clothing,49.18
C0234,P038,2025-03-05 12:37:58,Accessories,12.51
C0978,P042,2025-03-15 13:31:58,Home,68.28
C0637,P023,2025-02-03 19:13:00,Clothing,50.6
C0887,P017,2025-02-07 22:18:56,Accessories,12.13
C0428,P030,2025-02-24 20:05:46,Food,18.2
C0173,P042,2025-01-04 11:48:13,Home,141.07
C0278,P051,2025-03-23 17:13:08,Home,62.27
C0446,P088,2025-02-19 23:42:02,Food,12.73
C0865,P045,2025-01-15 16:13:52,Accessories,21.83
C0624,P022,2025-02-15 15:08:29,Clothing,80.45
C0713,P043,2025-01-16 13:49:07,Home,189.72
C0285,P041,2025-03-25 03:04:05,Clothing,97.81
C0664,P054,2025-02-11 10:37:08,Home,129.44
C0128,P095,2025-02-19 03:52:35,Accessories,28.09
C0420,P034,2025-03-13 20:54:42,Clothing,72.88
C0914,P068,2025-02-22 08:30:51,Home,99.75
C0351,P072,2025-02-21 17:44:37,Food,9.1
C0841,P085,2025-01-11 11:46:36,Clothing,86.73
C0266,P037,2025-02-23 08:54:37,Accessories,19.41
C0484,P023,2025-03-18 14:16:33,Clothing,92.66
C0942,P044,2025-03-21 11:27:22,Accessories,40.92
C0547,P038,2025-02-13 13:11:46,Accessories,26.45
C0461,P017,2025-02-23 14:26:43,Accessories,28.05
C0220,P020,2025-02-25 12:22:44,Home,90.05
C0403,P038,2025-01-02 16:12:01,Accessories,43.48
C0824,P077,2025-02-04 22:56:46,Clothing,39.04
C0759,P024,2025-02-09 20:59:38,Food,5.95
C0745,P100,2025-01-13 00:28:44,Clothing,65.96
C0647,P038,2025-02-03 04:27:41,Accessories,47.65
C0538,P034,2025-01-23 07:53:02,Clothing,42.98
C0142,P047,2025-02-06 14:44:50,Home,128.22
C0929,P047,2025-02-21 05:20:30,Home,171.93
C0807,P100,2025-03-16 20:40:55,Clothing,60.4
C0941,P038,2025-01-11 05:18:17,Accessories,46.82
C0937,P021,2025-02-22 20:58:15,Food,15.41
C0764,P029,2025-01-17 03:56:41,Home,193.32
C0244,P084,2025-03-30 06:09:28,Home,198.42
C0463,P029,2025-01-09 10:17:52,Home,124.07
C0837,P012,2025-03-07 21:10:18,Home,174.21
C0874,P092,2025-02-04 07:04:24,Home,159.0
C0658,P027,2025-02-14 17:37:06,Food,10.05
C0859,P058,2025-02-20 12:36:02,Electronics,540.98
C0704,P047,2025-01-30 13:29:03,Home,76.78
C0034,P007,2025-01-24 14:36:50,Clothing,88.74
C0893,P054,2025-03-30 23:45:33,Home,50.76
C0196,P012,2025-02-16 09:33:46,Home,118.1
C0546,P064,2025-01-18 18:11:22,Electronics,547.7
C0419,P022,2025-02-09 19:36:47,Clothing,36.44
C0513,P064,2025-01-06 01:07:13,Electronics,596.81
C0388,P025,2025-01-29 18:09:42,Electronics,432.85
C0759,P022,2025-02-25 04:24:15,Clothing,65.27
C0424,P069,2025-02-19 11:57:21,Food,18.79
C0051,P033,2025-03-06 08:55:56,Food,11.45
C0530,P077,2025-03-24 19:59:38,Clothing,97.44
C0899,P048,2025-03-26 16:11:45,Home,191.75
C0205,P097,2025-01-17 01:34:25,Electronics,497.86
C0633,P061,2025-03-08 18:45:56,Food,8.31
C0166,P014,2025-03-05 10:48:19,Clothing,80.66
C0224,P092,2025-02-20 16:01:25,Home,174.78
C0312,P026,2025-02-23 22:16:28,Accessories,42.01
C0404,P022,2025-01-16 10:43:08,Clothing,66.2
C0547,P034,2025-03-15 13:19:33,Clothing,61.55
C0582,P042,2025-02-07 12:59:08,Home,105.86
C0423,P003,2025-03-06 20:46:15,Accessories,43.81
C0564,P051,2025-01-16 16:17:56,Home,157.68
C0017,P053,2025-01-22 17:56:00,Home,155.57
C0314,P057,2025-02-10 14:49:32,Accessories,41.79
C0825,P055,2025-01-14 22:07:14,Electronics,531.36
C0794,P038,2025-01-16 00:50:29,Accessories,40.62
C0969,P048,2025-01-06 13:52:07,Home,92.11
C0400,P039,2025-03-28 17:04:34,Food,5.09
C0709,P043,2025-02-08 16:46:09,Home,80.42
C0827,P030,2025-03-15 19:21:42,Food,7.32
C0740,P057,2025-01-11 07:04:48,Accessories,17.89
C0768,P044,2025-02-04 09:47:35,Accessories,44.35
C0407,P003,2025-01-24 14:23:03,Accessories,36.7
C0192,P041,2025-01-25 20:20:51,Clothing,42.68
C0984,P047,2025-03-04 22:33:46,Home,150.64
C0668,P016,2025-02-11 00:43:38,Accessories,45.39
C0847,P003,2025-03-14 12:08:17,Accessories,14.0
C0923,P080,2025-02-09 16:47:46,Clothing,82.9
C0537,P095,2025-01-03 20:59:45,Accessories,21.16
C0085,P011,2025-03-23 20:32:53,Clothing,66.07
C0356,P059,2025-03-05 16:54:54,Electronics,572.83
C0425,P086,2025-03-11 05:02:23,Accessories,38.16
C0895,P088,2025-03-13 19:59:07,Food,11.19
C0935,P048,2025-02-15 15:07:07,Home,80.52
C0993,P053,2025-03-11 06:27:54,Home,99.47
C0838,P093,2025-02-28 10:22:20,Clothing,87.71
C0504,P059,2025-01-06 02:00:29,Electronics,536.0
C0163,P068,2025-02-07 16:41:00,Home,99.15
C0111,P042,2025-02-15 14:50:27,Home,156.39
C0940,P012,2025-01-06 12:00:53,Home,161.84
C0982,P048,2025-03-13 05:54:57,Home,55.65
C0820,P060,2025-02-11 04:45:55,Food,9.73
C0915,P058,2025-03-13 07:50:40,Electronics,419.32
C0635,P030,2025-01-29 16:43:48,Food,7.86
C0637,P053,2025-01-28 01:01:53,Home,60.19
C0185,P008,2025-01-08 20:41:14,Electronics,437.88
C0477,P073,2025-03-04 01:01:07,Clothing,63.73
C0040,P057,2025-02-23 04:55:15,Accessories,27.86
C0215,P045,2025-03-23 02:15:26,Accessories,23.45
C0831,P032,2025-03-03 09:42:50,Food,11.66
C0648,P002,2025-01-09 10:52:58,Accessories,36.45
C0065,P029,2025-02-26 11:09:29,Home,98.09
C0609,P020,2025-03-10 02:45:38,Home,191.69
C0721,P066,2025-02-10 01:25:15,Electronics,440.7
C0426,P042,2025-02-04 03:48:33,Home,57.11
C0661,P050,2025-03-10 07:20:20,Home,167.5
C0854,P097,2025-01-02 03:28:50,Electronics,443.23
C0916,P017,2025-01-04 01:53:56,Accessories,11.7
C0920,P051,2025-01-31 22:31:31,Home,64.45
C0940,P088,2025-01-24 20:37:53,Food,11.46
C0523,P040,2025-03-01 06:26:55,Home,61.65
C0010,P015,2025-03-29 03:51:31,Clothing,43.36
C0257,P034,2025-02-07 14:57:56,Clothing,77.66
C0937,P051,2025-02-26 16:59:19,Home,133.81
C0288,P037,2025-03-25 10:00:37,Accessories,42.09
C0578,P044,2025-01-23 20:47:25,Accessories,18.33
C0751,P037,2025-02-15 22:10:47,Accessories,36.94
C0243,P031,2025-02-11 09:21:53,Clothing,53.09
C0418,P039,2025-02-12 07:10:40,Food,12.9
C0728,P001,2025-02-09 06:02:52,Clothing,93.26
C0952,P007,2025-03-16 15:10:10,Clothing,91.35
C0440,P100,2025-03-05 09:27:16,Clothing,37.81
C0904,P084,2025-03-25 01:56:16,Home,101.8
C0482,P072,2025-02-22 14:16:00,Food,9.25
C0361,P033,2025-02-28 07:12:02,Food,18.37
C0470,P095,2025-01-17 13:38:16,Accessories,23.23
C0533,P063,2025-01-08 10:23:56,Clothing,86.29
C0073,P100,2025-03-12 14:31:18,Clothing,65.68
C0048,P071,2025-02-04 03:38:22,Accessories,32.98
C0499,P079,2025-03-07 16:55:36,Food,12.15
C0554,P089,2025-02-04 22:34:44,Electronics,547.08
C0297,P045,2025-01-10 04:16:33,Accessories,34.15
C0244,P049,2025-02-04 17:33:49,Home,195.53
C0317,P001,2025-02-18 21:05:26,Clothing,45.43
C0567,P098,2025-03-30 09:46:00,Home,96.68
C0084,P066,2025-03-26 18:00:44,Electronics,534.73
C0057,P066,2025-01-28 01:44:24,Electronics,462.66
C0713,P072,2025-01-17 20:22:55,Food,8.56
C0356,P078,2025-02-28 03:59:25,Electronics,534.47
C0442,P036,2025-01-09 17:48:04,Food,11.7
C0083,P086,2025-01-27 02:42:11,Accessories,39.42
C0561,P075,2025-01-01 19:14:15,Food,18.11
C0151,P064,2025-03-24 09:26:14,Electronics,576.12
C0344,P026,2025-01-25 15:12:54,Accessories,17.17
C0374,P015,2025-02-07 18:15:56,Clothing,54.01
C0654,P100,2025-01-16 07:17:03,Clothing,92.21
C0730,P081,2025-01-17 06:19:08,Accessories,26.83
C0416,P029,2025-02-26 09:33:53,Home,154.69
C0544,P063,2025-02-07 23:30:56,Clothing,44.2
C0633,P021,2025-03-19 05:48:49,Food,16.51
C0481,P006,2025-03-23 04:52:59,Clothing,76.09
C0825,P007,2025-02-08 17:57:50,Clothing,39.42
C0457,P058,2025-03-13 11:14:51,Electronics,559.39
C0149,P067,2025-02-17 06:30:19,Food,18.88
C0238,P091,2025-01-30 08:00:11,Clothing,59.09
C0095,P014,2025-03-16 22:25:39,Clothing,35.51
C0672,P030,2025-03-02 20:25:49,Food,7.85
C0323,P053,2025-01-26 06:41:54,Home,162.38
C0932,P026,2025-03-15 09:20:32,Accessories,37.21
C0769,P003,2025-01-15 07:58:23,Accessories,41.06
C0173,P063,2025-03-18 02:46:07,Clothing,47.26
C0473,P036,2025-01-11 23:48:13,Food,6.19
C0076,P073,2025-03-11 04:54:41,Clothing,41.8
C0910,P010,2025-03-18 14:12:14,Clothing,98.64
C0163,P069,2025-03-12 22:07:51,Food,9.34
C0507,P023,2025-03-09 12:38:55,Clothing,81.34
C0352,P099,2025-01-14 08:24:40,Electronics,540.78
C0804,P005,2025-02-01 01:18:46,Accessories,32.52
C0207,P049,2025-03-28 03:49:17,Home,77.25
C0682,P076,2025-03-04 07:41:27,Electronics,458.32
C0375,P080,2025-01-29 08:21:30,Clothing,98.76
C0882,P013,2025-03-21 00:56:37,Accessories,31.5
C0070,P042,2025-03-02 11:25:06,Home,151.16
C0241,P099,2025-02-13 02:12:08,Electronics,595.63
C0438,P062,2025-01-01 03:36:07,Home,134.68
C0324,P026,2025-01-29 02:34:24,Accessories,32.71
C0993,P041,2025-01-23 23:06:15,Clothing,90.28
C0403,P049,2025-03-07 09:57:31,Home,148.93
C0114,P042,2025-01-04 01:16:12,Home,121.85
C0297,P075,2025-01-05 12:20:26,Food,7.46
C0681,P068,2025-03-26 09:50:03,Home,113.31
C0294,P093,2025-01-14 08:28:18,Clothing,97.42
C0833,P083,2025-01-18 11:35:22,Clothing,88.67
C0277,P093,2025-01-09 14:43:29,Clothing,88.45
C0008,P075,2025-02-17 09:51:44,Food,9.04
C0838,P006,2025-03-26 03:49:46,Clothing,96.38
C0125,P086,2025-03-09 05:34:24,Accessories,14.05
C0537,P099,2025-02-24 14:20:48,Electronics,433.64
C0742,P092,2025-03-28 01:46:35,Home,161.14
C0477,P095,2025-01-08 11:40:33,Accessories,25.72
C0013,P029,2025-03-25 02:52:03,Home,56.77
C0968,P021,2025-03-03 15:00:31,Food,16.44
C0660,P082,2025-02-21 10:12:05,Accessories,33.36
C0023,P091,2025-01-12 14:57:38,Clothing,84.0
C0412,P032,2025-01-13 17:38:54,Food,12.23
C0827,P078,2025-01-06 18:14:18,Electronics,589.73
C0323,P070,2025-01-11 21:06:36,Electronics,466.16
C0978,P085,2025-03-27 18:41:54,Clothing,56.42
C0661,P047,2025-03-30 12:18:06,Home,186.45
C0512,P086,2025-01-21 16:41:11,Accessories,18.94
C0637,P088,2025-03-17 12:15:10,Food,15.8
C0933,P005,2025-01-03 05:15:16,Accessories,18.36
C0755,P081,2025-02-21 22:25:40,Accessories,40.32
C0316,P092,2025-03-21 18:58:18,Home,53.21
C0043,P062,2025-03-30 14:33:39,Home,67.38
C0314,P081,2025-02-13 01:48:41,Accessories,38.08
C0064,P057,2025-02-04 13:48:22,Accessories,19.32
C0170,P094,2025-01-19 02:35:12,Accessories,10.07
C0781,P044,2025-03-18 18:33:33,Accessories,40.48
C0721,P028,2025-03-13 04:39:23,Clothing,85.78
C0423,P025,2025-03-12 16:51:16,Electronics,450.23
C0667,P038,2025-03-19 05:50:15,Accessories,11.51
C0887,P038,2025-03-14 14:37:04,Accessories,16.01
C0310,P073,2025-01-21 07:40:01,Clothing,95.96
C0108,P053,2025-03-27 10:55:10,Home,56.12
C0187,P006,2025-02-17 09:38:11,Clothing,55.05
C0789,P095,2025-01-21 02:15:57,Accessories,42.35
C0829,P016,2025-01-03 22:12:53,Accessories,28.34
C0911,P032,2025-02-25 21:09:02,Food,15.78
C0377,P064,2025-03-07 16:18:10,Electronics,572.53
C0314,P085,2025-02-11 21:48:02,Clothing,99.82
C0060,P091,2025-01-22 14:02:22,Clothing,85.46
C0462,P014,2025-01-07 05:36:52,Clothing,77.03
C0926,P058,2025-01-06 08:37:00,Electronics,424.85
C0129,P077,2025-01-11 10:36:43,Clothing,38.71
C0018,P076,2025-02-02 10:35:07,Electronics,422.05
C0603,P074,2025-01-06 16:23:21,Accessories,45.76
C0906,P038,2025-03-23 15:45:22,Accessories,34.2
C0103,P072,2025-03-18 05:28:50,Food,5.53
C0221,P014,2025-01-05 17:32:24,Clothing,33.51
C0216,P045,2025-02-10 16:27:47,Accessories,27.52
C0797,P003,2025-01-18 10:44:49,Accessories,22.63
C0274,P045,2025-01-18 21:00:09,Accessories,36.53
C0965,P072,2025-02-09 06:02:19,Food,5.97
C0501,P018,2025-03-30 01:07:09,Accessories,16.43
C0094,P083,2025-01-22 14:57:09,Clothing,83.52
C0650,P040,2025-01-14 16:26:37,Home,100.38
C0113,P027,2025-02-22 13:51:08,Food,16.65
C0704,P064,2025-03-16 21:12:58,Electronics,443.59
C0183,P075,2025-03-10 17:56:48,Food,13.84
C0124,P011,2025-01-27 12:19:32,Clothing,59.78
C0024,P095,2025-03-17 09:09:12,Accessories,34.93
C0938,P004,2025-01-24 21:32:07,Clothing,83.01
C0070,P044,2025-03-17 22:21:09,Accessories,24.53
C0030,P021,2025-02-01 23:26:35,Food,18.41
C0034,P069,2025-03-02 12:20:38,Food,7.29
C0293,P011,2025-02-10 03:35:40,Clothing,88.79
C0920,P045,2025-03-01 11:15:04,Accessories,49.34
C0177,P077,2025-03-12 01:19:25,Clothing,97.35
C0124,P096,2025-03-15 13:09:12,Electronics,442.69
C0981,P026,2025-01-31 20:43:34,Accessories,43.5
C0074,P020,2025-02-12 07:01:48,Home,120.47
C0317,P026,2025-03-15 08:32:07,Accessories,19.3
C0769,P086,2025-03-25 17:21:48,Accessories,43.48
C0736,P040,2025-01-12 07:28:22,Home,156.2
C0986,P059,2025-02-08 06:13:06,Electronics,452.92
C0634,P080,2025-02-26 07:32:11,Clothing,94.36
C0420,P067,2025-03-18 09:25:39,Food,5.76
C0366,P082,2025-03-24 19:49:33,Accessories,32.5
C0057,P043,2025-01-28 06:08:26,Home,191.79
C0792,P085,2025-02-03 13:20:01,Clothing,52.04
C1000,P070,2025-01-25 03:30:18,Electronics,444.93
C0064,P099,2025-03-07 14:57:25,Electronics,440.99
C0661,P012,2025-01-16 14:08:10,Home,147.92
C0405,P062,2025-03-19 02:52:22,Home,129.79
C0535,P068,2025-03-17 16:03:39,Home,95.64
C0438,P035,2025-02-27 23:44:36,Accessories,26.79
C0718,P046,2025-03-28 10:36:44,Home,164.9
C0737,P098,2025-03-23 22:15:59,Home,76.14
C0644,P042,2025-03-04 06:07:57,Home,153.97
